form	lemma_def	pos	src_mot
Thyerry	Thiery	NOMpro	
Thyonville	Thionville	NOMpro	
Tibauz	Thibaut	NOMpro	
Tibule	Tibulle	NOMpro	
Tiebaus	Thibaut	NOMpro	
Tiebaus	Thiébaut	NOMpro	
Tís	Tis	NOMpro	
Tisbé	Tisbé	NOMpro	
Titidés	Tydée	NOMpro	
Titidés	Titydés	NOMpro	
Titus	Titus	NOMpro	
Toivre	Tibre	NOMpro	
Tomas	Thomas	NOMpro	
Torainne	Touraine	NOMpro	
Tornus	Tournus	NOMpro	
Torquatus	Torquatus	NOMpro	
Totenes	Totnes	NOMpro	
Totyle	Totila	NOMpro	
Toulouse	Toulouse	NOMpro	
Touraine	Touraine	NOMpro	
Tournay	Tournai	NOMpro	
Traian	Trajan	NOMpro	
Trêves	Trêves	NOMpro	
Trimoulle	Trimouille	NOMpro	
Trimoulle	Trimoille	NOMpro	
Tristans	Tristan	NOMpro	
Troye	Troie	NOMpro	
Tulle	Tulle	NOMpro	
Tulles	Tulle	NOMpro	
Turenne	Turenne	NOMpro	
Turnus	Turnus	NOMpro	
Tuus	Tuus	NOMpro	
Tyntaiol	Tintagel	NOMpro	
Tyonville	Thionville	NOMpro	
Tytus	Titus	NOMpro	
Ulixés	Ulysse	NOMpro	
Urban	Urbain	NOMpro	
Urban	Urban	NOMpro	
Uríe	Urie	NOMpro	
Utinam	Vtinam	NOMpro	
Valencienes	Valencienne	NOMpro	
Valencinien	Valentinien	NOMpro	
Valentinien	Valentinien	NOMpro	
Valerius	Valerius	NOMpro	
Vallier	Vallier	NOMpro	
Valois	Valois	NOMpro	
Vanves	Vanves	NOMpro	
Varenne	Varennes	NOMpro	
Vaspasian	Vespasian	NOMpro	
Vaudémont	Vaudémont	NOMpro	
Vegece	Végèce	NOMpro	
Vendome	Vendôme	NOMpro	
Vendosme	Vendosme	NOMpro	
Vendosme	Vendôme	NOMpro	
Venice	Venise	NOMpro	
Venyse	Venise	NOMpro	
Vermendoiz	Vermendois	NOMpro	
Vernon	Vernon	NOMpro	
Veronne	Veronne	NOMpro	
Veronne	Véronne	NOMpro	
Viane	Vienne	NOMpro	
Vigelius	Villius	NOMpro	
Vigelius	Vitellius	NOMpro	
Villers	Villers	NOMpro	
Vincennes	Vincennes	NOMpro	
Vincestre	Winchester	NOMpro	
Vinciennes	Vincennes	NOMpro	
Virgiles	Virgiles	NOMpro	
Viterbe	Viterbe	NOMpro	
Vitri	Vitri	NOMpro	
Vitri	Vitry	NOMpro	
Vitry	Vitry	NOMpro	
Vulcan	Vulcain	NOMpro	
Vulcanz	Vulcain	NOMpro	
Vyre	Vire	NOMpro	
Wale	Wale	NOMpro	
Walerant	Galerant	NOMpro	
Walerant	Valeran	NOMpro	
Wales	Galles	NOMpro	
Walwein	Gauvain	NOMpro	
Warniers	Garnier	NOMpro	
Warvic	Warvic	NOMpro	
Wauslaincort	Wauslaincort	NOMpro	
Westmynstre	Westminster	NOMpro	
Willame	William	NOMpro	
Willames	William	NOMpro	
Willaume	Guillaume	NOMpro	
Willaumes	William	NOMpro	
William	William	NOMpro	
Windessore	Windsor	NOMpro	
Xainctes	Xainctes	NOMpro	
Xaintes	Saintes	NOMpro	
Xaintonge	Saintonge	NOMpro	
Yberie	Ibérie	NOMpro	
Ydumee	Idumée	NOMpro	
Yhun	Yun	NOMpro	
Yhun	Iun	NOMpro	
Yloas	Eloas	NOMpro	
Yloas	Eloa	NOMpro	
Ymbert	Ymbert	NOMpro	
Ÿo	Io	NOMpro	
Yolé	Yolé	NOMpro	
Yonne	Yonne	NOMpro	
Yorch	York	NOMpro	
Yort	York	NOMpro	
Ypolite	Hypolite	NOMpro	
Ypre	Ypres	NOMpro	
Yrlande	Irlande	NOMpro	
Yrlandes	Irlande	NOMpro	
Ysaac	Isaac	NOMpro	
Ysabeau	Isabeau	NOMpro	
Ysabeaux	Isabeau	NOMpro	
Ysabel	Isabelle	NOMpro	
Ysabiaus	Isabeau	NOMpro	
Ysachar	Ysachar	NOMpro	
Ysaïe	Isaïe	NOMpro	
Ysaïes	Isaïe	NOMpro	
Ysaye	Isaïe	NOMpro	
Ysaÿe	Isaïe	NOMpro	
Yseud	Yseult	NOMpro	
Ysidoire	Isidore	NOMpro	
Ysidoire	Ysidoire	NOMpro	
Ysidore	Isidore	NOMpro	
Ysmael	Ismael	NOMpro	
Yvon	Yvon	NOMpro	
Zacarie	Zacharie	NOMpro	
Zacharie	Zacharie	NOMpro	
Zacharíe	Zacharie	NOMpro	
Zelande	Zélande	NOMpro	
Brochinal	Brochinal	NOMpro	Brochinal
Paron	Paron	NOMpro	Parón
Damediex	Damedieu	NOMpro	Damediex
Croui	Croui	NOMpro	Crouy
Damasche	Damasche	NOMpro	Damásche
Rodes	Rhodes	NOMpro	Rodes
Rodes	Rodez	NOMpro	Rodes
Stomac	Stomac	NOMpro	Stomac
Rodes	Rodez	NOMpro	Rodès
Rodes	Rhodes	NOMpro	Rodès
Boesme	Bohême	NOMpro	Boesme
Brabant	Brabant	NOMpro	Brabant
Paris	Paris	NOMpro	Parys
Paris	Pâris	NOMpro	Parys
Parys	Paris	NOMpro	Parys
Enghien	Enghien	NOMpro	Enghien
Borgegnon	Burgundes	NOMpro	Borgegnon
Borgogne	Bourgogne	NOMpro	Borgogne
Borgogne	Burgonde	NOMpro	Borgogne
Regnum	Regnum	NOMpro	Regnum
Emaus	Emmaüs	NOMpro	Emaus
Pax	Pax	NOMpro	Pax
Paulus	Paulus	NOMpro	Paulus
Russie	Russie	NOMpro	Russie
Paule	Paule	NOMpro	Paule
Paule	Paul	NOMpro	Paule
Crevis	Crevis	NOMpro	Crevis
Roussie	Russie	NOMpro	Roussie
Dampmartin	Dampmartin	NOMpro	Dampmartin
Emaus	Emaüs	NOMpro	Emaus
Rodès	Rodez	NOMpro	Rodès
Ely	Eli	NOMpro	Ely
Eli	Eli	NOMpro	Ely
Roenel	Roenel	NOMpro	Roenel
Romenel	Romenel	NOMpro	Romenel
Rommenie	Romanie	NOMpro	Rommenie
Romenie	Romanie	NOMpro	Rommenie
Roni	Roni	NOMpro	Rony
Bledric	Blederic	NOMpro	Bledric
Boclovius	Boclovïus	NOMpro	Boclovius
Cristine	Christine	NOMpro	Cristine
Rouan	Rouen	NOMpro	Rouan
Bodloan	Boloan	NOMpro	Bodloan
Corsalen	Cursalem	NOMpro	Corsalen
Pedre	Pierre	NOMpro	Peddre
Boeme	Bohême	NOMpro	Boème
Pedre	Pedre	NOMpro	Peddre
Couloigne	Cologne	NOMpro	Couloigne
Peanda	Penda	NOMpro	Peanda
Courbuel	Courbuel	NOMpro	Courbuel
Englelande	Anglelande	NOMpro	Englelande
Rousset	Rousset	NOMpro	Rousset
Chatwalein	Cadwalan	NOMpro	Chatwalein
Spiritus	Spiritus	NOMpro	Spiritus
Dieppe	Dieppe	NOMpro	Dieppe
Chadorkeneneis	Cador.cananeis	NOMpro	Chadorkeneneis
Diane	Diane	NOMpro	Diane
Cha	Cha	NOMpro	Chá
Sezille	Sezille	NOMpro	Sézille
Sezille	Sicile	NOMpro	Sézille
Christ	Christ	NOMpro	Christ
Sezile	Secile	NOMpro	Sézille
Seignor	Seignor	NOMpro	Seígnor
Chrodobert	Chrodobert	NOMpro	Chrodobert
Cirecestre	Cirencester	NOMpro	Cirecestre
Sezile	Sezille	NOMpro	Sézille
Seidnes	Saxon	NOMpro	Seidnes
Chadwaladres	Cadwalader	NOMpro	Chadwaladres
Clement	Clément-	NOMpro	Clement
Devenesire	Devonshire	NOMpro	Devenesire
Deum	Deum	NOMpro	Deum
Certaine	Certane	NOMpro	Certayne
Scire	Scire	NOMpro	Scire
Sayne	Seine	NOMpro	Sayne
Cogni	Cogni	NOMpro	Cogny
Diabolus	Diabolus	NOMpro	Dyabolus
Dion	Dion	NOMpro	Dyon
Piemont	Piémont	NOMpro	Pyémont
Dyonot	Dionot	NOMpro	Dyonot
Dionot	Dionot	NOMpro	Dyonot
Pyemont	Piémont	NOMpro	Pyémont
Pyemont	Pyemont	NOMpro	Pyémont
Dunois	Dunois	NOMpro	Dunois
Saine	Seine	NOMpro	Sayne
Chadwalein	Cadwalan	NOMpro	Chadwalein
Dieus	Dieu	NOMpro	Dieux
Chatwan	Cadwan	NOMpro	Chatwan
Chalewadres	Cadwalader	NOMpro	Chalewadres
Chaldee	Chaldée	NOMpro	Chaldéé
Cheldric	Cheldric	NOMpro	Cheldric
Sertor	Sertor	NOMpro	Sertor
Pontieu	Pontieu	NOMpro	Pontieu
Pompilius	Pompilius	NOMpro	Pompilïus
Dravel	Draveil	NOMpro	Dravel
Pompee	Pompée	NOMpro	Pompée
Sertorius	Sertorius	NOMpro	Sertorius
Semei	Semei	NOMpro	Seméï
Sellum	Sellum	NOMpro	Sellúm
Pompée	Pompée	NOMpro	Pompée
Chadwallein	Cadwalan	NOMpro	Chadwallein
Duglas	Douglas	NOMpro	Duglas
Duglas	Duglas	NOMpro	Duglas
Dorecestre	Dorchester	NOMpro	Dorecestre
Sertorius	Sextorius	NOMpro	Sertorius
Dominique	Dominique	NOMpro	Dominique
Servius	Servius	NOMpro	Servïus
Servum	Servum	NOMpro	Servum
Seissuine	Saxe	NOMpro	Seissuine
Dionot	Dionot	NOMpro	Dionot
Seisuine	Saxe	NOMpro	Seissuine
Chadwan	Cadwan	NOMpro	Chadwan
Chadwalein	Cadwalan	NOMpro	Chadwallein
Chiele	Chelles	NOMpro	Chiele
Seisnes	Saxon	NOMpro	Seisnes
Seisuine	Saxe	NOMpro	Seisuine
Stafford	Stafford	NOMpro	Stafford
Siloe	Siloé	NOMpro	Siloë
Coitivi	Coitivi	NOMpro	Coitivy
Samarie	Samarie	NOMpro	Samárie
Cahors	Cahors	NOMpro	Çahors
Caf	Caf	NOMpro	Caf
Cadwalein	Cadwalan	NOMpro	Cadwalein
Ele	Ele	NOMpro	Éle
Salomun	Salomon	NOMpro	Salomún
Piere	Pierre	NOMpro	Píerre
Salemun	Salomon	NOMpro	Salémun
Saisuine	Saxe	NOMpro	Saisuine
Saissun	Saxon	NOMpro	Saissun
Raegons	Radegonde	NOMpro	Raegons
Pierre	Pierre	NOMpro	Píerre
Corbie	Corbie	NOMpro	Corbye
Caldee	Chaldée	NOMpro	Caldéé
Cornewaille	Cornouailles	NOMpro	Cornewaille
Biauvaiz	Bauvaiz	NOMpro	Byauvaiz
Eleazar	Eleazar	NOMpro	Eleazár
Elfrid	Elfrid	NOMpro	Elfrid
Piedefer	Pie-De-Fer	NOMpro	Piedefer
Phul	Phul	NOMpro	Phúl
Biauvais	Beauvais	NOMpro	Byauvais
Bury	Bury	NOMpro	Bury
Daviz	David	NOMpro	Daviz
Daviz	Davi	NOMpro	Daviz
Petreius	Petreius	NOMpro	Petreïus
Petreïus	Pétreïus	NOMpro	Petreïus
Petreïus	Petreïus	NOMpro	Petreïus
Petreïum	Pétreïus	NOMpro	Petreïum
Biauvaiz	Beauvais	NOMpro	Byauvaiz
Plinius	Pline	NOMpro	Plinïus
Sout	Sout	NOMpro	Soút
Calibuerne	Excalibur	NOMpro	Calibuerne
Saturnus	Saturnus	NOMpro	Saturnus
Edward	Édouard	NOMpro	Edward
Edward	Edward	NOMpro	Edward
Edwine	Edwin	NOMpro	Edwine
Sion	Sion	NOMpro	Sion
Sarvie	Sarvie	NOMpro	Sarvíe
Chartein	Chartres	NOMpro	Chartein
Saraïa	Saraïa	NOMpro	Saráïa
Conflans	Conflans	NOMpro	Confflans
Socrates	Socrate	NOMpro	Socratès
Constans	Constant	NOMpro	Constans
Placidain	Placide	NOMpro	Placidain
Quintilien	Quintilien	NOMpro	Quintilien
Souphie	Sophie	NOMpro	Souphie
Eimery	Aimery	NOMpro	Eimery
Sancerre	Sancerre	NOMpro	Sancerre
Cartaige	Carthage	NOMpro	Cartaige
Cartaige	Cartage	NOMpro	Cartaige
Carmele	Carmel	NOMpro	Carmele
Pilates	Pilate	NOMpro	Pilates
Carlon	Charles	NOMpro	Carloon
Carlon	Charle	NOMpro	Carloon
Cariz	Cariz	NOMpro	Cariz
El	El	NOMpro	Él
Caricius	Caricïus	NOMpro	Caricius
Capue	Capoue	NOMpro	Cappue
Cantebruge	Cambridge	NOMpro	Cantebruge
Calis	Calis	NOMpro	Calix
Quintilien	Quintilien	NOMpro	Quintiliien
Piémont	Piémont	NOMpro	Pyémont
Obed	Obed	NOMpro	Obéd
Benjamin	Benjamin	NOMpro	Benjamín
Malverne	Malvern	NOMpro	Malverne
Manasse	Manassé	NOMpro	Manasse
Manasses	Manassé	NOMpro	Manasses
Villiers	Villers	NOMpro	Villiers
Amis	Ami	NOMpro	Amís
Holdin	Hodin	NOMpro	Holdin
Hieu	Hieu	NOMpro	Hiéu
Villaines	Vilaine	NOMpro	Villaines
Hieu	Hieu	NOMpro	Híeu
Amis	Amis	NOMpro	Amís
Vilaines	Vilaine	NOMpro	Villaines
Hieu	Hieu	NOMpro	Hieu
Marcial	Martial	NOMpro	Marcial
Margadud	Margadud	NOMpro	Margadud
Mars	Mars	NOMpro	Marrs
Helias	Helias	NOMpro	Helyas
Heliseus	Helyseu	NOMpro	Heliseus
Marie	Marie	NOMpro	Marye
Marye	Marie	NOMpro	Marye
Amos	Amos	NOMpro	Amos
Helie	Helye	NOMpro	Helie
Humbre	Humber	NOMpro	Humbre
Villiers	Villiers	NOMpro	Villiers
Amide	Amide	NOMpro	Amide
Viliques	Viliques	NOMpro	Villiques
Jac	Jac	NOMpro	Jac
Lygier	Ligier	NOMpro	Lygier
Lyndesie	Lindsey	NOMpro	Lyndesie
Aleaume	Aleaume	NOMpro	Aleaume
Israel	Israël	NOMpro	Israél
Israel	Israel	NOMpro	Israél
Israel	Israël	NOMpro	Isráel
Israel	Israel	NOMpro	Isráel
Ismael	Ismael	NOMpro	Ismaél
Vortyporus	Vortiporus	NOMpro	Vortyporus
Helfelde	Helfelde	NOMpro	Helfelde
Alfricans	Africain	NOMpro	Alfricans
Alifatin	Alifatima	NOMpro	Alifatin
Alars	Alard	NOMpro	Allars
Alebret	Alebret	NOMpro	Allebret
Ipse	Ipse	NOMpro	Ipse
Vivit	Vivit	NOMpro	Vivit
Amasam	Amasam	NOMpro	Amasám
Amasie	Amasie	NOMpro	Amasie
Virecestre	Winchester	NOMpro	Virecestre
Hyrelgas	Hyrelgas	NOMpro	Hyrelgas
Malaisie	Malaisie	NOMpro	Malaisiée
Aliduc	Aliduc	NOMpro	Aliduc
Jacque	Jacques	NOMpro	Jacque
Amphibal	Amphibal	NOMpro	Amphibal
Hebraice	Hébreu	NOMpro	Hebraice
Anette	Annette	NOMpro	Anette
Grant	Grant	NOMpro	Gránt
Melaine	Melaine	NOMpro	Melainne
Gothes	Goth	NOMpro	Gothes
Menot	Menot	NOMpro	Menot
Gothe	Goth	NOMpro	Gothe
Godefrois	Godfrois	NOMpro	Godefrois
Godefrois	Godefroy	NOMpro	Godefrois
Gloucestre	Gloucester	NOMpro	Gloucestre
Merk	Merk	NOMpro	Merk
Genesius	Genès	NOMpro	Genesius
Anete	Annette	NOMpro	Anette
Vermendois	Vermendois	NOMpro	Vermendois
Vermendois	Vermandois	NOMpro	Vermendois
Anglois	Anglois	NOMpro	Angloys
Gehsemani	Gethsémani	NOMpro	Gehsemani
Gaze	Gaza	NOMpro	Gazé
Gautier	Gautier	NOMpro	Gautier
Gautier	Gauthier	NOMpro	Gautier
Gastinois	Gastinois	NOMpro	Gastinois
Galien	Galien	NOMpro	Galiien
Verus	Verus	NOMpro	Verus
Vespasien	Vespasien	NOMpro	Vespasién
Guarin	Garin	NOMpro	Guaryn
Guillaumes	Guillaume	NOMpro	Guillaumes
Haynau	Hainaut	NOMpro	Haynau
Maure	Maur	NOMpro	Maure
Maure	Maures	NOMpro	Maure
Maximien	Maximien	NOMpro	Maximien
Habraham	Abraham	NOMpro	Habraham
Girart	Girart	NOMpro	Gyrart
Girart	Girard	NOMpro	Gyrart
Girard	Girard	NOMpro	Gyrard
Gilebert	Gilbert	NOMpro	Gylebert
Guines	Guines	NOMpro	Guynes
Masphat	Masphat	NOMpro	Masphath
Viene	Vienne	NOMpro	Viene
Mez	Metz	NOMpro	Meez
Gurmunz	Gormont	NOMpro	Gurmunz
Gurmunt	Gormont	NOMpro	Gurmunt
Gurmund	Gormont	NOMpro	Gurmund
Mei	Mei	NOMpro	Meí
Guitard	Guitard	NOMpro	Guitard
Guion	Guion	NOMpro	Guion
Ancone	Ancone	NOMpro	Ancône
Guilleme	Guillaume	NOMpro	Guillemme
Guilaumes	Guillaume	NOMpro	Guillaumes
Betfage	Bethphagé	NOMpro	Betfage
Galiache	Galiach	NOMpro	Galiache
Vulcans	Vulcain	NOMpro	Vulcans
Vulteïus	Vulteïus	NOMpro	Vulteïus
Yreis	Irois	NOMpro	Yreis
Yne	Ine	NOMpro	Yne
Idumee	Idumee	NOMpro	Yduméé
Ydumee	Ydumee	NOMpro	Yduméé
Ydumee	Idumee	NOMpro	Yduméé
Abia	Abia	NOMpro	Abiá
Abiathar	Abiathar	NOMpro	Abiathár
Abisai	Abisai	NOMpro	Abisaï
Judam	Juda	NOMpro	Judam
Jourdain	Jourdain	NOMpro	Jourdain
Josias	Josias	NOMpro	Josíás
Josaphat	Josaphat	NOMpro	Josaphát
Josabet	Josabet	NOMpro	Josabeth
Liber	Liber	NOMpro	Liber
Ydaspis	Ydaspis	NOMpro	Ydaspis
Acab	Acab	NOMpro	Ácab
Jos	Jos	NOMpro	Jós
Jordan	Jordan	NOMpro	Jordan
Jordan	Jordain	NOMpro	Jordan
Joram	Joram	NOMpro	Jorám
Achab	Achab	NOMpro	Acháb
Junius	Junius	NOMpro	Junïus
Ysac	Isaac	NOMpro	Ysáác
Isaac	Isaac	NOMpro	Ysáác
Ysaac	Isaac	NOMpro	Ysáác
Abacuc	Abacuc	NOMpro	Abbacuc
Zephirus	Zéphyre	NOMpro	Zephyrus
Lamech	Lamech	NOMpro	Lamech
Abacuc	Habacuc	NOMpro	Abbacuc
Zephyrus	Zéphyre	NOMpro	Zephyrus
Iwein	Yvain	NOMpro	Yweyn
Kin	Kin	NOMpro	Kin
Leïrcestre	Leicester	NOMpro	Leïrcestre
Kidalet	Kidalet	NOMpro	Kidalet
Yvor	Ivor	NOMpro	Yvor
Jol	Jol	NOMpro	Jól
Yugeïn	Jugeïn	NOMpro	Yugeïn
Leonce	Leonce	NOMpro	Leonce
Kariz	Cariz	NOMpro	Kariz
Kantuorbire	Canterbury	NOMpro	Kantuorbire
Kalewadres	Cadwalader	NOMpro	Kalewadres
Leudegangus	Leudegandus	NOMpro	Leudegangus
Levite	Levite	NOMpro	Levíte
Issoudun	Issoudun	NOMpro	Yssoudun
Ysembard	Isembart	NOMpro	Ysembard
Isaie	Isaïe	NOMpro	Ysaie
Ysaie	Isaïe	NOMpro	Ysaie
Lencastre	Lancaster	NOMpro	Lencastre
Vulteïus	Gualerteius	NOMpro	Vulteïus
Achaye	Achaye	NOMpro	Achaye
Joiade	Joiade	NOMpro	Jóïáde
Adonias	Adonias	NOMpro	Adoniás
Luces	Lucius	NOMpro	Luces
Jasque	Jaque	NOMpro	Jasque
Jasque	Jacques	NOMpro	Jasque
Jasque	Jacque	NOMpro	Jasque
Xerces	Xercès	NOMpro	Xercés
Wincestre	Winchester	NOMpro	Wyncestre
Wincestre	Wincestre	NOMpro	Wyncestre
Witsant	Wissant	NOMpro	Witsant
Witsand	Wissant	NOMpro	Witsand
Wiltesire	Wiltshire	NOMpro	Wiltesire
Waie	Wye	NOMpro	Waie
Aedelstan	Adelstan	NOMpro	Aedelstan
Jakes	Jaque	NOMpro	Jakes
Lumbar	Lombard	NOMpro	Lumbar
Luna	Luna	NOMpro	Luna
Jakes	Jacques	NOMpro	Jakes
Lune	Lune	NOMpro	Lúne
Jake	Jaque	NOMpro	Jake
Jake	Jacques	NOMpro	Jake
Jaguz	Jaguz	NOMpro	Jaguz
Adelstan	Adelstan	NOMpro	Adelstan
Jechonias	Jechonias	NOMpro	Jechóniás
Jesrael	Jesrael	NOMpro	Jesrael
Loz	Lot	NOMpro	Loz
Joiade	Joiade	NOMpro	Joïade
Joel	Joël	NOMpro	Joel
Joatham	Joatham	NOMpro	Joathám
Lilie	Lilie	NOMpro	Lílie
Joas	Joas	NOMpro	Jóás
Achaye	Achaye	NOMpro	Achaÿe
Lisy	Lisy	NOMpro	Lisy
Joas	Joas	NOMpro	Joás
Joab	Joab	NOMpro	Joáb
Jezrael	Jesrael	NOMpro	Jezraél
Joiade	Joiade	NOMpro	Joïadé
Jesus	Jésus	NOMpro	Jesús
Loreigne	Lorraine	NOMpro	Loreygne
Louys	Louis	NOMpro	Louys
Jesus	Jesu	NOMpro	Jesús
Louis	Louis	NOMpro	Louys
Jesús	Iesus	NOMpro	Jesús
Jesúm	Iesus	NOMpro	Jesúm
Jesum	Jésus	NOMpro	Jesúm
Jesu	Jésus	NOMpro	Jesú
Jesu	Jesu	NOMpro	Jesú
Jesú	Iesus	NOMpro	Jesú
Lodun	Lodun	NOMpro	Lodun
Galaad	Galaad	NOMpro	Galaád
Richomarcus	Richomarus	NOMpro	Richomarcus
Triguel	Tringuel	NOMpro	Triguel
Estanhenges	Estanhenges	NOMpro	Estanhenges
Theophilus	Theophilus	NOMpro	Theophylus
Nursie	Nursie	NOMpro	Nursie
Euclides	Euclides	NOMpro	Euclidés
Or	Or	NOMpro	Ór
Ap	Ap	NOMpro	Ap
Synope	Synope	NOMpro	Synope
Erchenoalx	Erchinoald	NOMpro	Erchenoalx
Austin	Austin	NOMpro	Aüstin
Erchenoalt	Erchinoald	NOMpro	Erchenoalt
Assur	Assur	NOMpro	Assúr
Tudele	Tudele	NOMpro	Tudelle
Turoldus	Turoldus	NOMpro	Turoldus
Baudoyn	Baudouin	NOMpro	Baudoÿn
Turquie	Turquie	NOMpro	Turquie
Evan	Evan	NOMpro	Evan
Eve	Evain	NOMpro	Evéé
Eve	Eve	NOMpro	Evéé
Erarz	Erart	NOMpro	Erarz
Aser	Aser	NOMpro	Áséér
Sinons	Sinons	NOMpro	Synons
Eve	Ève	NOMpro	Evéé
Ephesiens	Ephésien	NOMpro	Ephesiens
Tharente	Tharente	NOMpro	Tharente
Sidonie	Sidonie	NOMpro	Sydónie
Sidonie	Sidonie	NOMpro	Sydonie
Theoderic	Théodoric	NOMpro	Theoderic
Ausaiz	Ausaiz	NOMpro	Ausaiz
Teospiton	Théopiste	NOMpro	Teospiton
Essexe	Essex	NOMpro	Essexe
Escarïoth	Iscariote	NOMpro	Escarïoth
Escharïoh	Iscariote	NOMpro	Escharïoh
Aurelia	Aurelia	NOMpro	Aurelia
Banaias	Banaias	NOMpro	Banaïas
Toteneis	Totnes	NOMpro	Toteneis
Nice	Nice	NOMpro	Nyce
Banaias	Banaias	NOMpro	Banáïas
Nyce	Nice	NOMpro	Nyce
Touscane	Toscane	NOMpro	Touscanne
Bangor	Bangor	NOMpro	Bangor
Barbarie	Barbarie	NOMpro	Barbarie
Tanneguy	Tanneguy	NOMpro	Tannneguy
Tanegui	Tanegui	NOMpro	Tannneguy
Bartholomie	Bartholomé	NOMpro	Bartholomié
Baltelx	Bathilde	NOMpro	Baltelx
Basin	Bazin	NOMpro	Basin
Auguissel	Aguisel	NOMpro	Auguissel
Syriens	Syrien	NOMpro	Sýriens
Baltelt	Bathilde	NOMpro	Baltelt
Baladan	Baladan	NOMpro	Baladán
Tai	Tai	NOMpro	Tay
Osriz	Osrid	NOMpro	Osriz
Espaigne	Espagne	NOMpro	Espaygne
Baal	Baal	NOMpro	Báál
Orkanie	Orcanie	NOMpro	Orkanye
Syrie	Syrie	NOMpro	Sýrie
Orient	Orient	NOMpro	Oriént
Baal	Baal	NOMpro	Báal
Sirie	Syrie	NOMpro	Sýrie
Essecestre	Exeter	NOMpro	Essecestre
Sirie	Cize	NOMpro	Sýrie
Twancastre	Twancastre	NOMpro	Twancastre
Octovien	Octovien	NOMpro	Octovien
Austraise	Austrasie	NOMpro	Austraise
Og	Og	NOMpro	Og
Ur	Ur	NOMpro	Úr
Panthasilee	Panthasselée	NOMpro	Panthasilée
Arménie	Arménie	NOMpro	Arménie
Armand	Armand	NOMpro	Armand
Morienne	Morienne	NOMpro	Morienne
Suize	Suize	NOMpro	Suyze
Morchofles	Morchofle	NOMpro	Morchofles
Montlehery	Montlehery	NOMpro	Montlehery
Urie	Urie	NOMpro	Úríe
Tholomee	Ptolémée	NOMpro	Tholomée
Archenoalt	Erchinoald	NOMpro	Archenoalt
Moab	Moab	NOMpro	Moáb
Theophilus	Theophile	NOMpro	Theophylus
Arbres	Arbres	NOMpro	Árbres
Valere	Valère	NOMpro	Valere
Aquile	Aquile	NOMpro	Aquile
Aquarius	Aquarius	NOMpro	Aquarïus
Tholome	Tholomé	NOMpro	Tholomée
Tholome	Ptolémée	NOMpro	Tholomée
Suthwales	Sud+galles	NOMpro	Suthwales
Suthamtune	Southampton	NOMpro	Suthamtune
Bauduin	Baudouin	NOMpro	Bauduyn
Baugency	Baugency	NOMpro	Baugency
Beaumont	Beaumont	NOMpro	Beaumont
Theopithon	Théopiste	NOMpro	Theopithon
Sun	Sun	NOMpro	Sún
Gad	Gad	NOMpro	Gád
Valentin	Valentin	NOMpro	Valentin
Tholomes	Ptolémée	NOMpro	Tholomees
Armenie	Arménie	NOMpro	Arménie
Baudoin	Baudouin	NOMpro	Baudoÿn
Baudoin	Baudoin	NOMpro	Baudoÿn
Estevene	Etienne	NOMpro	Estevene
Tyr	Tyr	NOMpro	Týr
Noster	Noster	NOMpro	Noster
Noris	Noris	NOMpro	Norys
Norwiz	Norwich	NOMpro	Norwiz
Northwales	Nord+galles	NOMpro	Northwales
Ezechias	Ezechias	NOMpro	Ezechiás
Ezechias	Ézéchias	NOMpro	Ezechiás
Ninive	Ninive	NOMpro	Nínivé
Ninive	Ninive	NOMpro	Ninivé
Ezechie	Ézéchiel	NOMpro	Ezechie
Munda	Munda	NOMpro	Mundá
Ferrare	Ferrare	NOMpro	Ferrare
Nemi	Nemi	NOMpro	Nemy
Tolete	Tolete	NOMpro	Tolette
Ulises	Ulysse	NOMpro	Ulissés
Nazarenum	Nazareth	NOMpro	Nazarenum
Nathan	Nathan	NOMpro	Nathán
Mungyeu	Mont-Joux	NOMpro	Mungyeu
Fili	Fili	NOMpro	Filii
Palès	Palès	NOMpro	Palès
Ulisses	Ulysse	NOMpro	Ulissés
Omnia	Omnia	NOMpro	Omnia
Fili	Fili	NOMpro	Fili
